"Project ID","Cancer Type","Data Source","Accession No.",Country,"Sample ID","Sample Type","Construction Protocol","Transcriptome Analysis","Metabolic Profile"
CRC-016,"Colorectal Cancer","Single Cell Expression Atlas - EBI",E-MTAB-8410,KOR,CRC-016-23-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
CRC-016,"Colorectal Cancer","Single Cell Expression Atlas - EBI",E-MTAB-8410,KOR,CRC-016-24-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
CRC-016,"Colorectal Cancer","Single Cell Expression Atlas - EBI",E-MTAB-8410,KOR,CRC-016-25-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
CRC-016,"Colorectal Cancer","Single Cell Expression Atlas - EBI",E-MTAB-8410,KOR,CRC-016-26-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
CRC-016,"Colorectal Cancer","Single Cell Expression Atlas - EBI",E-MTAB-8410,KOR,CRC-016-27-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
NET-017,"Neuroendocrine Tumor","NCBI (GEO)",GSE140312,USA,NET-017-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
NET-017,"Neuroendocrine Tumor","NCBI (GEO)",GSE140312,USA,NET-017-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
BCC-018,"Basal Cell Carcinoma","NCBI (GEO)",GSE123813,USA,BCC-018-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
BCC-018,"Basal Cell Carcinoma","NCBI (GEO)",GSE123813,USA,BCC-018-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
BCC-018,"Basal Cell Carcinoma","NCBI (GEO)",GSE123813,USA,BCC-018-03-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
BCC-018,"Basal Cell Carcinoma","NCBI (GEO)",GSE123813,USA,BCC-018-04-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
BCC-018,"Basal Cell Carcinoma","NCBI (GEO)",GSE123813,USA,BCC-018-05-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-01-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-02-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-04-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-05-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-06-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-07-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-08-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-09-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-10-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-11-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-12-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-13-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-14-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-15-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-16-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-17-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-18-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-19-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-20-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-22-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-23-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-24-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-25-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-26-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-27-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-28-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-29-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-30-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-31-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-32-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-019,Glioblastoma,"NCBI (GEO)",GSE148842,USA,GBM-019-33-1D,Tumour,Microwell,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
OV-020,"Ovarian Carcinoma","ArrayExpress (EBI)",E-MTAB-8559,GBR,OV-020-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
OV-020,"Ovarian Carcinoma","ArrayExpress (EBI)",E-MTAB-8559,GBR,OV-020-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
OV-020,"Ovarian Carcinoma","ArrayExpress (EBI)",E-MTAB-8559,GBR,OV-020-03-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
OV-020,"Ovarian Carcinoma","ArrayExpress (EBI)",E-MTAB-8559,GBR,OV-020-04-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
TNBC-021,"Triple Negative Breast Cancer","NCBI (GEO)",GSE148673,USA,TNBC-021-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
TNBC-021,"Triple Negative Breast Cancer","NCBI (GEO)",GSE148673,USA,TNBC-021-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
TNBC-021,"Triple Negative Breast Cancer","NCBI (GEO)",GSE148673,USA,TNBC-021-03-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
TNBC-021,"Triple Negative Breast Cancer","NCBI (GEO)",GSE148673,USA,TNBC-021-04-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
TNBC-021,"Triple Negative Breast Cancer","NCBI (GEO)",GSE148673,USA,TNBC-021-05-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MPAL-022,"Mixed-phenotype Acute Leukemia","NCBI (GEO)",GSE139369,USA,MPAL-022-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MPAL-022,"Mixed-phenotype Acute Leukemia","NCBI (GEO)",GSE139369,USA,MPAL-022-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MPAL-022,"Mixed-phenotype Acute Leukemia","NCBI (GEO)",GSE139369,USA,MPAL-022-03-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MPAL-022,"Mixed-phenotype Acute Leukemia","NCBI (GEO)",GSE139369,USA,MPAL-022-04-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MPAL-022,"Mixed-phenotype Acute Leukemia","NCBI (GEO)",GSE139369,USA,MPAL-022-05-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MPAL-022,"Mixed-phenotype Acute Leukemia","NCBI (GEO)",GSE139369,USA,MPAL-022-06-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MPAL-022,"Mixed-phenotype Acute Leukemia","NCBI (GEO)",GSE139369,USA,MPAL-022-07-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MPAL-022,"Mixed-phenotype Acute Leukemia","NCBI (GEO)",GSE139369,USA,MPAL-022-08-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MPAL-022,"Mixed-phenotype Acute Leukemia","NCBI (GEO)",GSE139369,USA,MPAL-022-09-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MPAL-022,"Mixed-phenotype Acute Leukemia","NCBI (GEO)",GSE139369,USA,MPAL-022-10-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MPAL-022,"Mixed-phenotype Acute Leukemia","NCBI (GEO)",GSE139369,USA,MPAL-022-11-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MPAL-022,"Mixed-phenotype Acute Leukemia","NCBI (GEO)",GSE139369,USA,MPAL-022-12-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MPAL-022,"Mixed-phenotype Acute Leukemia","NCBI (GEO)",GSE139369,USA,MPAL-022-13-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MPAL-022,"Mixed-phenotype Acute Leukemia","NCBI (GEO)",GSE139369,USA,MPAL-022-14-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MPAL-022,"Mixed-phenotype Acute Leukemia","NCBI (GEO)",GSE139369,USA,MPAL-022-15-1A,PBMC,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MPAL-022,"Mixed-phenotype Acute Leukemia","NCBI (GEO)",GSE139369,USA,MPAL-022-16-1A,PBMC,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MIUBC-023,"Muscle-invasive Urothelial Bladder Cancer","NCBI (GEO)",GSE145137,KOR,MIUBC-023-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
UCEC-024,"Endometrial Carcinoma",ZENODO,https://zenodo.org/record/3937811,CAN,UCEC-024-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
UCEC-024,"Endometrial Carcinoma",ZENODO,https://zenodo.org/record/3937811,CAN,UCEC-024-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
UCEC-024,"Endometrial Carcinoma",ZENODO,https://zenodo.org/record/3937811,CAN,UCEC-024-03-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
UCEC-024,"Endometrial Carcinoma",ZENODO,https://zenodo.org/record/3937811,CAN,UCEC-024-04-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
UCEC-024,"Endometrial Carcinoma",ZENODO,https://zenodo.org/record/3937811,CAN,UCEC-024-05-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
UCEC-024,"Endometrial Carcinoma",ZENODO,https://zenodo.org/record/3937811,CAN,UCEC-024-06-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
HCC-025,"Hepatocellular Cancer","NCBI (GEO)",GSE107747,USA,HCC-025-01-1A,PBMC,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
HCC-025,"Hepatocellular Cancer","NCBI (GEO)",GSE107747,USA,HCC-025-02-1A,PBMC,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
