Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Specimen_Name,SRA Study
SRR24707599,AMPLICON,590,13141435,PRJNA975142,SAMN35310761,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",6331714,FRED HUTCH,missing,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486221,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n705-s522,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m81n705-s522,6527BAR-RTO,SRP438987
SRR24707601,AMPLICON,590,35272415,PRJNA975142,SAMN35310759,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",16558835,FRED HUTCH,missing,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486219,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n705-s520,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m81n705-s520,6198MAD-RTO,SRP438987
SRR24707602,AMPLICON,596,252218,PRJNA975142,SAMN35310694,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",200428,FRED HUTCH,missing,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486218,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n729-s508,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:10:00Z,1,m80n729-s508,NTC_m80_2F12,SRP438987
SRR24707603,AMPLICON,597,139270,PRJNA975142,SAMN35310693,"MIGS/MIMS/MIMARKS.human-vaginal,MIMARKS.survey",141447,FRED HUTCH,missing,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486217,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n729-s505,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:10:00Z,1,m80n729-s505,DB CTL-41,SRP438987
SRR24707605,AMPLICON,595,286389,PRJNA975142,SAMN35310691,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",223336,FRED HUTCH,missing,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX20486215,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n728-s520,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n728-s520,NTC_m80_4F11,SRP438987
SRR24707609,AMPLICON,599,50810542,PRJNA975142,SAMN35310688,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",28948549,FRED HUTCH,missing,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486211,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n728-s513,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n728-s513,6057PAO-Port2 (BATCH5),SRP438987
SRR24707610,AMPLICON,583,4758469,PRJNA975142,SAMN35310687,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",2576161,FRED HUTCH,missing,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486210,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n728-s511,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n728-s511,8703REA-Port1,SRP438987
SRR24707620,AMPLICON,596,21298803,PRJNA975142,SAMN35310678,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",10934724,FRED HUTCH,missing,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX20486200,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n727-s511,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n727-s511,6553STA-Port2,SRP438987
SRR24707624,AMPLICON,593,10558199,PRJNA975142,SAMN35310674,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",5455454,FRED HUTCH,missing,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX20486196,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n727-s506,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n727-s506,6236GOL-Port1,SRP438987
SRR24707625,AMPLICON,599,34879365,PRJNA975142,SAMN35310673,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",18531970,FRED HUTCH,missing,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486195,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n727-s505,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n727-s505,5228SCI-Port2,SRP438987
SRR24707627,AMPLICON,593,359815,PRJNA975142,SAMN35310606,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",267492,FRED HUTCH,missing,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX20486193,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n719-s515,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n719-s515,NTC_m80_4B3,SRP438987
SRR24707644,AMPLICON,589,37766052,PRJNA975142,SAMN35310591,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",17037849,FRED HUTCH,missing,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486176,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n718-s513,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n718-s513,7994LAN-PG,SRP438987
SRR24707646,AMPLICON,598,4022594,PRJNA975142,SAMN35310589,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",2178663,FRED HUTCH,missing,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486174,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n718-s507,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n718-s507,6527BAR-AIR,SRP438987
SRR24707647,AMPLICON,590,27481075,PRJNA975142,SAMN35310148,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",14209739,FRED HUTCH,missing,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486173,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n704-s516,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n704-s516,8343WIL-RFT,SRP438987
SRR24707650,AMPLICON,596,1823086,PRJNA975142,SAMN35310478,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",1028362,FRED HUTCH,missing,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX20486170,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n705-s502,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n705-s502,5255EAR-Air,SRP438987
SRR24707673,AMPLICON,581,1793201,PRJNA975142,SAMN35310457,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",1087972,FRED HUTCH,missing,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486147,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n703-s510,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n703-s510,4688FOS-Air,SRP438987
SRR24707674,AMPLICON,598,18083322,PRJNA975142,SAMN35310348,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",11854846,FRED HUTCH,missing,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486146,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n723-s517,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n723-s517,1705MAH-LTO,SRP438987
SRR24707680,AMPLICON,593,137857231,PRJNA975142,SAMN35310342,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",76927549,FRED HUTCH,missing,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486140,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n723-s506,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m69n723-s506,8896GIL-PG,SRP438987
SRR24707685,AMPLICON,590,40453474,PRJNA975142,SAMN35310338,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",21645831,FRED HUTCH,missing,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486135,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n722-s521,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n722-s521,0354SMI-LTO,SRP438987
SRR24707686,AMPLICON,595,13761232,PRJNA975142,SAMN35310337,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",8630627,FRED HUTCH,missing,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486134,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n722-s518,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n722-s518,8631WIL-ROV,SRP438987
SRR24707688,AMPLICON,588,49842570,PRJNA975142,SAMN35310335,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",25200970,FRED HUTCH,missing,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486132,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n722-s516,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n722-s516,7455BLA-ROV,SRP438987
SRR24707689,AMPLICON,589,121511974,PRJNA975142,SAMN35310334,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",62012593,FRED HUTCH,missing,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX20486131,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n722-s515,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n722-s515,7455BLA-LOV,SRP438987
SRR24707690,AMPLICON,595,36415090,PRJNA975142,SAMN35310333,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",22012899,FRED HUTCH,missing,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX20486130,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n722-s513,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n722-s513,7229DAV-ROV,SRP438987
SRR24707691,AMPLICON,590,54015206,PRJNA975142,SAMN35310332,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",27746723,FRED HUTCH,missing,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486129,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n722-s511,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n722-s511,7745DUN-PG,SRP438987
SRR24707694,AMPLICON,591,18898939,PRJNA975142,SAMN35310329,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",10250896,FRED HUTCH,missing,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486126,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n722-s507,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n722-s507,6408HIG-PG,SRP438987
SRR24707695,AMPLICON,599,145645,PRJNA975142,SAMN35310122,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",159637,FRED HUTCH,missing,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX20486125,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n702-s521,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:10:00Z,1,m69n702-s521,NTC_m69_3G2,SRP438987
SRR24707699,AMPLICON,591,27568477,PRJNA975142,SAMN35310260,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",14388299,FRED HUTCH,missing,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486121,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n716-s520,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n716-s520,1109HUN-LTO,SRP438987
SRR24707700,AMPLICON,593,15605621,PRJNA975142,SAMN35310259,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",8662013,FRED HUTCH,missing,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486120,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n716-s518,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n716-s518,0786FOS-RTO,SRP438987
SRR24707701,AMPLICON,599,2891734,PRJNA975142,SAMN35310115,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",1900088,FRED HUTCH,missing,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486119,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n702-s507,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n702-s507,2995LIB-AIR,SRP438987
SRR24707702,AMPLICON,592,15388229,PRJNA975142,SAMN35310258,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",8509052,FRED HUTCH,missing,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486118,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n716-s517,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n716-s517,0786FOS-LTO,SRP438987
SRR24707703,AMPLICON,591,19851194,PRJNA975142,SAMN35310257,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",10818692,FRED HUTCH,missing,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486117,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n716-s516,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n716-s516,8631WIL-RFT,SRP438987
SRR24707704,AMPLICON,594,22911792,PRJNA975142,SAMN35310256,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",13240145,FRED HUTCH,missing,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX20486116,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n716-s515,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n716-s515,8631WIL-LFT,SRP438987
SRR24707705,AMPLICON,591,18879826,PRJNA975142,SAMN35310255,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",11057737,FRED HUTCH,missing,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486115,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n716-s513,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n716-s513,8088LAN-RFT,SRP438987
SRR24707709,AMPLICON,592,44795186,PRJNA975142,SAMN35310251,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",24672833,FRED HUTCH,missing,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX20486621,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n716-s507,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n716-s507,2759POL-LPG,SRP438987
SRR24707713,AMPLICON,595,9787149,PRJNA975142,SAMN35310248,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",5807212,FRED HUTCH,missing,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX20486617,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n716-s503,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n716-s503,1525COO-PG,SRP438987
SRR24707716,AMPLICON,589,137467158,PRJNA975142,SAMN35310245,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",68940397,FRED HUTCH,missing,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486614,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n715-s521,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n715-s521,7455BLA-LFT,SRP438987
SRR24707728,AMPLICON,591,20525984,PRJNA975142,SAMN35310132,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",11148804,FRED HUTCH,missing,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486602,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n703-s516,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n703-s516,7887GAR-RFT,SRP438987
SRR24707729,AMPLICON,599,4159299,PRJNA975142,SAMN35310428,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",2344643,FRED HUTCH,missing,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX20486601,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n701-s510,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n701-s510,1412HAH-AIR,SRP438987
SRR24707730,AMPLICON,598,256837,PRJNA975142,SAMN35310427,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",215980,FRED HUTCH,missing,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486600,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n701-s508,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n701-s508,1394FAS-Air,SRP438987
SRR24707731,AMPLICON,599,3987081,PRJNA975142,SAMN35310426,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",2234943,FRED HUTCH,missing,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486599,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n701-s507,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n701-s507,1180MCC-Air,SRP438987
SRR24707732,AMPLICON,598,3528165,PRJNA975142,SAMN35310425,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",1963900,FRED HUTCH,missing,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486598,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n701-s506,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n701-s506,0915MAR-Air,SRP438987
SRR24707735,AMPLICON,592,409102,PRJNA975142,SAMN35310422,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",320698,FRED HUTCH,missing,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486595,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n729-s522,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n729-s522,NTC_m69_4H12,SRP438987
SRR24707736,AMPLICON,592,328865,PRJNA975142,SAMN35310421,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",275821,FRED HUTCH,missing,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486594,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n729-s521,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n729-s521,NTC_m69_4G12,SRP438987
SRR24707737,AMPLICON,594,305193,PRJNA975142,SAMN35310420,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",259443,FRED HUTCH,missing,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486593,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n729-s520,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n729-s520,NTC_m69_4F12,SRP438987
SRR24707738,AMPLICON,594,612757,PRJNA975142,SAMN35310419,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",463181,FRED HUTCH,missing,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486592,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n729-s518,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n729-s518,NTC_m69_4E12,SRP438987
